SocioEcon,GoodStudent,Age,RiskAversion,VehicleYear,Accident,ThisCarDam,RuggedAuto,MakeModel,Antilock,Mileage,DrivQuality,DrivingSkill,SeniorTrain,ThisCarCost,CarValue,Theft,AntiTheft,HomeBase,OtherCarCost,PropCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
Middle,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,Football,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Normal,Older,Severe,Severe,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,Suburb,HundredThou,Million,True,Thousand,Good,False,Thousand,Many
Middle,False,Adolescent,Normal,Older,None,None,EggShell,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Senior,Cautious,Current,None,None,EggShell,SportsCar,True,TwentyThou,Normal,Normal,True,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,True,Thousand,One
UpperMiddle,False,Senior,Normal,Current,None,None,EggShell,SportsCar,True,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,TenThou,True,Thousand,Fair,True,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,True,City,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,Moderate,Moderate,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Rural,HundredThou,HundredThou,False,HundredThou,Poor,False,TenThou,Many
UpperMiddle,False,Adolescent,Normal,Older,Mild,Mild,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,FiveThou,Excellent,Normal,False,Thousand,FiveThou,False,True,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Prole,False,Adolescent,Psychopath,Older,Mild,Mild,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Excellent,False,Thousand,Many
Middle,False,Adult,Normal,Current,Mild,Mild,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Many
Middle,False,Adult,Normal,Older,Severe,Mild,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,TenThou,False,True,Rural,TenThou,TenThou,True,Thousand,Excellent,False,Thousand,One
UpperMiddle,False,Senior,Adventurous,Current,Severe,Severe,EggShell,SportsCar,False,FiftyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,Rural,HundredThou,HundredThou,True,Million,Poor,True,Thousand,Many
Middle,False,Adult,Normal,Current,Severe,Severe,EggShell,SportsCar,True,FiftyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,Rural,HundredThou,Million,True,Million,Poor,True,TenThou,One
Middle,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Suburb,HundredThou,HundredThou,True,Thousand,Poor,False,TenThou,One
UpperMiddle,False,Adolescent,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Poor,Normal,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
Middle,False,Adolescent,Normal,Older,Moderate,Moderate,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,Secure,Thousand,HundredThou,True,HundredThou,Poor,False,Thousand,Many
Prole,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,Domino,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,TenThou,TenThou,True,HundredThou,Poor,True,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,Domino,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
Prole,False,Senior,Normal,Older,Severe,Moderate,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,TenThou,HundredThou,False,TenThou,Good,False,Thousand,One
UpperMiddle,False,Adult,Adventurous,Current,None,None,EggShell,SportsCar,True,FiveThou,Excellent,Normal,False,Thousand,TwentyThou,False,False,Secure,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
Middle,False,Senior,Normal,Older,None,None,Tank,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
UpperMiddle,False,Adult,Cautious,Older,Mild,Mild,EggShell,Luxury,False,FiftyThou,Poor,SubStandard,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiveThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,True,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Many
Prole,False,Adolescent,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,TenThou,False,Thousand,Good,False,Thousand,Zero
Middle,False,Adolescent,Normal,Older,None,None,EggShell,FamilySedan,False,FiveThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
Middle,False,Adult,Cautious,Older,None,None,Tank,FamilySedan,False,FiveThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Zero
Prole,False,Adult,Cautious,Current,None,None,EggShell,Economy,False,TwentyThou,Excellent,Expert,False,Thousand,TenThou,False,True,Suburb,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Zero
UpperMiddle,False,Senior,Psychopath,Current,Moderate,Moderate,EggShell,SportsCar,True,FiveThou,Poor,Normal,False,HundredThou,TwentyThou,False,True,City,Thousand,HundredThou,True,TenThou,Poor,True,Thousand,Zero
Prole,False,Adolescent,Normal,Older,Mild,None,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Good,False,Thousand,Many
Prole,False,Adult,Normal,Current,None,None,EggShell,SportsCar,True,TwentyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,True,City,Thousand,TenThou,False,Thousand,Poor,True,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Cautious,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,TenThou,False,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Cautious,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Rural,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,TenThou,True,Thousand,Excellent,False,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,TenThou,False,Thousand,Excellent,False,Thousand,One
Middle,False,Senior,Cautious,Older,None,None,Football,FamilySedan,False,FiveThou,Normal,Normal,True,Thousand,TwentyThou,False,True,Suburb,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,Moderate,Severe,Football,Economy,False,Domino,Poor,Normal,False,Thousand,FiveThou,False,False,City,TenThou,TenThou,False,TenThou,Fair,False,Thousand,Zero
UpperMiddle,False,Senior,Normal,Current,None,None,Tank,Luxury,True,TwentyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Middle,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Good,True,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Expert,False,Thousand,TwentyThou,False,False,Rural,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
Middle,False,Senior,Normal,Older,None,None,EggShell,FamilySedan,False,FiveThou,Normal,Normal,True,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Adventurous,Older,Moderate,Moderate,EggShell,Economy,False,TwentyThou,Poor,Normal,False,TenThou,FiveThou,False,False,City,Thousand,TenThou,True,HundredThou,Poor,False,Thousand,One
Prole,False,Adult,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,One
Middle,True,Adolescent,Normal,Older,Severe,Severe,Football,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Secure,TenThou,HundredThou,True,HundredThou,Fair,False,Million,One
Prole,False,Adolescent,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,TenThou,True,Thousand,Good,False,Thousand,One
Middle,False,Senior,Cautious,Older,None,None,EggShell,SportsCar,False,FiftyThou,Excellent,Expert,True,Thousand,TenThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adolescent,Adventurous,Older,None,None,EggShell,SportsCar,False,TwentyThou,Excellent,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Normal,Current,Mild,None,Tank,FamilySedan,True,TwentyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,True,Rural,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,Zero
Middle,False,Senior,Normal,Current,None,None,Football,FamilySedan,True,FiftyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Secure,Thousand,Thousand,False,Thousand,Good,True,Thousand,Many
Middle,False,Adult,Normal,Current,None,None,EggShell,SportsCar,True,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,TenThou,True,Thousand,Fair,True,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,Severe,Severe,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,City,Thousand,HundredThou,True,Million,Fair,False,Thousand,Many
Prole,False,Adult,Adventurous,Older,None,None,EggShell,SportsCar,False,TwentyThou,Excellent,Expert,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,One
Prole,True,Adolescent,Cautious,Older,Moderate,Mild,Football,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,City,HundredThou,HundredThou,True,Thousand,Fair,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adolescent,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Excellent,False,Thousand,Zero
Middle,False,Adolescent,Normal,Older,None,None,EggShell,Economy,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Normal,Current,None,None,EggShell,SportsCar,True,Domino,Excellent,Expert,False,Thousand,TenThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Expert,False,Thousand,FiveThou,False,False,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,Domino,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,HundredThou,HundredThou,True,HundredThou,Poor,True,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,None,None,Tank,Luxury,True,Domino,Excellent,Normal,False,Thousand,FiftyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adult,Adventurous,Current,None,None,Football,Economy,False,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
UpperMiddle,True,Adolescent,Cautious,Older,None,None,Football,Luxury,True,TwentyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,False,Thousand,Poor,True,Thousand,One
UpperMiddle,False,Adult,Adventurous,Current,None,None,EggShell,SportsCar,True,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,True,Thousand,One
UpperMiddle,True,Adolescent,Adventurous,Current,None,None,Football,Luxury,True,FiveThou,Normal,Normal,False,Thousand,FiftyThou,False,False,City,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Excellent,Normal,False,TenThou,TenThou,False,False,City,HundredThou,HundredThou,True,TenThou,Poor,False,Thousand,Zero
UpperMiddle,False,Senior,Cautious,Current,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,Tank,FamilySedan,False,TwentyThou,Excellent,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Excellent,False,Thousand,Many
UpperMiddle,False,Senior,Normal,Current,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,True,Thousand,FiftyThou,False,False,Rural,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Many
Middle,False,Adult,Psychopath,Current,None,None,Football,Economy,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
UpperMiddle,False,Adolescent,Normal,Current,None,None,Tank,Luxury,True,TwentyThou,Poor,SubStandard,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
Middle,False,Adult,Normal,Older,Severe,Severe,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Suburb,HundredThou,HundredThou,True,Thousand,Fair,False,Thousand,Many
UpperMiddle,False,Adult,Normal,Current,None,None,Football,Luxury,True,TwentyThou,Poor,SubStandard,False,Thousand,FiftyThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
Middle,False,Adult,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
UpperMiddle,False,Adolescent,Cautious,Older,None,None,Tank,Luxury,False,FiveThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Normal,Older,Moderate,Moderate,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,TenThou,TenThou,False,False,Suburb,HundredThou,HundredThou,True,Thousand,Poor,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Prole,False,Adult,Adventurous,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Poor,Normal,False,TenThou,FiveThou,False,False,City,HundredThou,HundredThou,True,TenThou,Poor,False,Thousand,One
UpperMiddle,False,Adolescent,Adventurous,Current,Mild,Mild,EggShell,SportsCar,True,TwentyThou,Poor,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Poor,True,Thousand,One
Middle,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Suburb,HundredThou,HundredThou,True,TenThou,Poor,False,Thousand,Many
Middle,False,Adult,Normal,Older,Mild,Mild,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adolescent,Cautious,Older,None,None,Tank,FamilySedan,False,FiftyThou,Excellent,Expert,False,Thousand,TenThou,False,True,Rural,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Zero
Middle,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,FiveThou,Poor,SubStandard,False,Thousand,TenThou,False,True,Secure,Thousand,TenThou,True,Thousand,Fair,False,Thousand,One
Middle,False,Adult,Adventurous,Older,Moderate,Mild,Tank,FamilySedan,False,Domino,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,HundredThou,HundredThou,True,Thousand,Good,False,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Adventurous,Current,None,None,Football,Economy,False,Domino,Normal,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,True,Thousand,Good,True,Thousand,One
Prole,False,Adult,Adventurous,Current,Mild,Mild,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Many
Middle,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Expert,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
UpperMiddle,False,Adolescent,Normal,Current,Severe,None,Tank,Luxury,True,Domino,Poor,SubStandard,False,Thousand,FiftyThou,False,True,Suburb,HundredThou,HundredThou,True,Thousand,Excellent,True,Thousand,One
UpperMiddle,False,Adult,Adventurous,Current,None,None,EggShell,SportsCar,False,FiftyThou,Excellent,Normal,False,Thousand,TwentyThou,False,False,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,TenThou,False,Thousand,Fair,False,Thousand,Zero
UpperMiddle,True,Adolescent,Adventurous,Current,None,None,Football,FamilySedan,True,FiftyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
Prole,False,Adult,Adventurous,Older,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Expert,False,Thousand,TenThou,False,False,City,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
Wealthy,False,Adult,Adventurous,Current,None,None,EggShell,SportsCar,True,FiveThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,True,Thousand,One
Prole,False,Senior,Normal,Older,Moderate,Moderate,EggShell,Economy,False,FiftyThou,Normal,Normal,False,TenThou,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adult,Adventurous,Older,Moderate,Moderate,EggShell,SportsCar,False,Domino,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,EggShell,Economy,False,FiveThou,Normal,Normal,True,Thousand,TenThou,False,True,City,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
Middle,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Fair,True,Thousand,Many
Prole,False,Adult,Adventurous,Older,Moderate,Moderate,EggShell,FamilySedan,False,Domino,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,Thousand,TenThou,True,Million,Poor,True,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiveThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Older,Severe,Severe,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,Suburb,TenThou,TenThou,True,Thousand,Excellent,True,Thousand,Many
Prole,False,Adult,Normal,Current,None,None,Football,Economy,False,Domino,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
UpperMiddle,False,Senior,Normal,Current,None,None,Football,Luxury,True,FiveThou,Normal,Normal,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
UpperMiddle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,FiveThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,Football,Economy,False,FiveThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,TenThou,True,Thousand,Good,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,False,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Adventurous,Current,None,None,EggShell,FamilySedan,False,TwentyThou,Excellent,Expert,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
Prole,False,Senior,Normal,Current,None,None,EggShell,SportsCar,True,Domino,Normal,Normal,True,Thousand,TwentyThou,False,False,City,Thousand,TenThou,True,Thousand,Poor,True,Thousand,Zero
UpperMiddle,True,Adolescent,Adventurous,Current,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,None,None,Tank,FamilySedan,False,FiveThou,Excellent,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
UpperMiddle,False,Senior,Cautious,Current,None,None,EggShell,SportsCar,False,FiftyThou,Normal,Normal,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
Prole,False,Senior,Normal,Current,None,None,Football,Economy,False,FiveThou,Excellent,Expert,True,Thousand,TenThou,False,False,City,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
UpperMiddle,False,Adult,Cautious,Current,Moderate,Moderate,EggShell,SportsCar,True,FiftyThou,Poor,SubStandard,False,TenThou,TwentyThou,False,True,Secure,Thousand,TenThou,True,TenThou,Poor,True,Thousand,Many
Prole,False,Adolescent,Adventurous,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,False,Thousand,Good,False,Thousand,One
UpperMiddle,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Normal,Current,None,None,Football,Luxury,True,TwentyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Rural,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Normal,Older,Moderate,Severe,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,TenThou,TenThou,False,Thousand,Fair,False,Thousand,Many
UpperMiddle,False,Adult,Normal,Current,None,None,Tank,Luxury,True,TwentyThou,Normal,Normal,False,Thousand,FiftyThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Senior,Normal,Current,None,None,EggShell,SportsCar,True,FiveThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Many
